StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q25_9_TEXT,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q39,Q30,Q31,Q31_5_TEXT,Q32,Q33,Q34,Q35,Q36,Q37,Q38
2021-08-19 16:12:36,2021-08-19 16:12:59,0,174.194.205.182,3,22,0,2021-08-26 16:13:02,R_1Lu1MkhhaENBRzi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 16:58:51,2021-08-26 17:07:42,0,108.228.237.79,100,531,1,2021-08-26 17:07:43,R_31GaoTW9djeDVWK,,,,,32.842498779296875,-117.2483978271484375,anonymous,EN,2017,2,2,6,"1,2,3,4",,"4,5,6",,"1,2",1,2,"1,2",2,"1,2","1,2,3,5,6","1,3,4",1,1,1,1,3,4,1,1,3,"2,3,5,6",,3,4,6,8,7,8,6,6,4,6,6,7,7,6,6,6,5,7,6,92037,1,,3,6,6,1,1,2,
2021-08-26 17:11:24,2021-08-26 17:22:53,0,73.220.5.118,100,689,1,2021-08-26 17:22:53,R_247xLJbANSnFZSA,,,,,36.861297607421875,-119.76689910888671875,anonymous,EN,2012,1,5,4,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,3,"1,2",1,"1,2","3,5","1,4",1,1,1,1,3,3,1,2,4,"1,2,6,7",,3,5,6,8,8,8,6,7,2,7,6,6,7,6,5,6,,,4,93720,1,,5,5,7,4,2,,
2021-08-19 17:29:41,2021-08-19 17:30:13,0,50.250.244.66,5,32,0,2021-08-26 17:30:16,R_2CmjJQszKS73xl5,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 17:40:09,2021-08-26 18:15:47,0,66.214.68.246,100,2137,1,2021-08-26 18:15:48,R_vcOEZKZeuIGUM7v,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,2006 or 2007,1,3,4,"3,4,6",I enjoy being on a boat in the ocean.,"1,2,3,4,6",,4,1,1,"1,2",1,"1,2","2,3,4,5","1,2,3,4",,1,1,3,1,1,1,1,1,"1,2,3,4,5,6,7,8,9",surfers,3,8,3,8,8,8,8,4,4,7,7,7,7,7,7,7,7,7,5,93401,2,,6,3,7,2,2,2,"  a concern about the number of catches ,500,  made in the MPA in one trip.   If that is an accurate number it seems excessive.?"
2021-08-19 18:34:43,2021-08-19 18:37:47,0,108.192.101.90,55,184,0,2021-08-26 18:37:48,R_2yqNJcBgvkNcrwz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 18:34:49,2021-08-19 18:41:24,0,67.187.240.80,55,394,0,2021-08-26 18:41:25,R_8HctHOQhtyM6P9D,,,,,,,anonymous,EN,2019,3,1,3,"4,5,6",I served as a photographer on a trip,"1,5,9",I am a retired Dept. of Fish and Game and USFWS public affairs who worked on several marine issues,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 19:29:00,2021-08-19 19:33:42,0,76.244.47.23,78,282,0,2021-08-26 19:33:43,R_2rGgDDp1YmYcF0V,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 20:58:18,2021-08-19 21:01:15,0,104.182.175.31,25,176,0,2021-08-26 21:01:18,R_22zx8B5vF4be5eC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 20:15:18,2021-08-19 21:15:11,0,184.189.248.92,3,3593,0,2021-08-26 21:15:11,R_2zedjeJn0YGoAtR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 21:50:48,2021-08-26 21:58:41,0,97.84.104.222,100,473,1,2021-08-26 21:58:41,R_3Hn2mhAA9qHCks2,,,,,35.640899658203125,-120.7010040283203125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 22:02:00,2021-08-26 22:21:22,0,71.80.254.205,100,1161,1,2021-08-26 22:21:22,R_a9HeNxAHXVCLjgZ,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,2018,2,4,4,"1,2,3,5",,"1,2,3,4,5,6,7,9","I got to know Grant and his team, I saw some of the most scenic coast line and learned how fishing (state) regulations relates to data collected from these trips . ","1,2,3,4",1,4,"5,6",1,"1,2","1,2,3","1,2,4",1,3,1,1,2,5,1,2,3,"1,6",,1,,7,6,,,,,6,6,6,6,6,1,7,2,3,3,5,93433,1,,4,4,6,4,2,2,"Pls let me know if can be of any further assistance "
2021-08-20 00:13:43,2021-08-20 00:16:51,0,47.41.26.139,25,188,0,2021-08-27 00:16:53,R_216ZtDAwYe45pX8,,,,,,,anonymous,EN,2012,2,3,3,"1,2,3,4,5,6",,"1,2,3,4,5,6,7",,"1,2,3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20 04:56:29,2021-08-20 04:58:11,0,23.242.183.7,43,102,0,2021-08-27 04:58:16,R_3iru3pFleGVUsMj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27 07:41:32,2021-08-27 08:03:47,0,72.173.230.107,100,1334,1,2021-08-27 08:03:47,R_3JKqnNXeAOCBegm,,,,,36.9102020263671875,-121.75640106201171875,anonymous,EN,2006-2007 or there about,1,5,3,"1,2,3,4,5",,"1,4,5,6,7",,"1,2,3",1,3,8,1,"1,2","3,4","1,3,4",2,,,,5,1,1,2,2,"1,6,7",,4,4,,8,,8,5,2,1,7,7,7,7,6,6,6,2,4,5,95076,1,,6,3,9,3,2,2,
2021-08-27 08:35:44,2021-08-27 08:46:59,0,24.176.165.212,100,674,1,2021-08-27 08:46:59,R_URyx5YfUeYj645H,,,,,35.313507080078125,-120.8368988037109375,anonymous,EN,2018,1,2,4,5,,"1,2,3,4,5,6,7",,2,1,3,1,1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,5,1,2,2,2,"2,3,9",,7,4,3,2,8,8,3,8,2,7,7,7,7,7,7,7,7,7,6,93442,2,,6,6,9,2,2,2,
2021-08-20 10:17:38,2021-08-20 10:18:35,0,47.149.217.138,3,56,0,2021-08-27 10:18:39,R_1meX8Tx1Q2BPHou,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-22 14:34:59,2021-08-27 11:09:41,0,70.95.81.21,100,419682,1,2021-08-27 11:09:41,R_1i9ed7hlcYPMxlm,,,,,32.9510955810546875,-117.22409820556640625,anonymous,EN,,3,1,6,"1,2,3,4,5",,"1,2,5,7",,"1,2",1,1,"1,2",1,"1,2","3,5,6","1,2,4",1,1,3,1,3,3,2,2,2,"2,6",,7,2,2,8,7,7,7,6,2,6,6,6,7,6,7,7,3,6,5,92130,1,,4,6,8,4,2,2,
2021-08-27 14:21:32,2021-08-27 14:30:05,0,47.153.181.234,100,512,1,2021-08-27 14:30:05,R_2v0vDWERW3533eN,,,,,34.1649017333984375,-119.1719970703125,anonymous,EN,2019,3,3,5,"2,4",,"5,7,9",effectiveness of barbless hooks,"1,2",1,1,"1,2",1,"1,2","1,2,3","1,4",2,,,,2,5,2,1,2,7,,4,5,1,8,7,8,7,5,1,5,5,7,7,5,5,4,4,4,5,93033,1,,2,4,4,4,1,2,
2021-08-20 16:03:11,2021-08-20 16:03:19,0,71.202.136.59,3,8,0,2021-08-27 16:03:20,R_3k6BlLsYTmyu5GX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27 15:45:48,2021-08-27 16:08:54,0,108.192.101.203,100,1385,1,2021-08-27 16:08:54,R_28LDqYEgLm63v2g,,,,,37.42449951171875,-122.2960052490234375,anonymous,EN,2019,1,2,2,"3,4,5",,"4,5,6,7",,1,1,1,"1,2",1,"1,2","1,2,3","1,4",1,1,1,1,5,1,2,2,3,"2,3,4,6,7,8",,2,7,2,8,7,8,7,3,2,7,6,7,7,7,7,7,6,7,5,94952,1,,6,3,6,3,2,2,
2021-08-27 16:43:16,2021-08-27 17:03:57,0,98.248.131.85,100,1240,1,2021-08-27 17:03:57,R_0fzgJiMZuAq9LAB,,,,,38.0995941162109375,-122.5872955322265625,anonymous,EN,2019,3,2,2,"1,2,4",,"5,6",,,1,2,"1,2",2,"1,2","1,2","1,4",1,4,4,4,5,1,4,2,2,"4,6",,7,2,1,2,3,3,,2,1,6,5,5,5,4,5,5,4,4,3,94947,1,,6,2,9,4,2,2,"Need WATER "
2021-08-20 17:31:20,2021-08-20 17:31:34,0,172.58.76.113,5,14,0,2021-08-27 17:31:34,R_2U60p8nnPd4I1dy,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20 18:08:17,2021-08-20 18:08:30,0,24.6.191.131,5,12,0,2021-08-27 18:08:31,R_1pWp4vNBzEzv6Rj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28 12:32:26,2021-08-28 12:48:48,0,12.156.142.121,100,981,1,2021-08-28 12:48:49,R_1mW9A76LHk2VdWO,,,,,35.541900634765625,-120.712799072265625,anonymous,EN,2016,1,4,4,"3,4,5",,"5,6,7",,"1,2,3",1,3,5,1,"1,2","1,2,3,4,5","1,4",1,1,1,1,5,5,1,2,2,"1,4,6",,5,3,2,7,6,7,7,2,2,7,6,6,6,6,6,6,4,5,6,93465,1,,6,5,5,3,2,2,
2021-08-28 12:58:56,2021-08-28 13:38:02,0,67.36.57.138,100,2345,1,2021-08-28 13:38:02,R_1M6XMuOueGJ4Anc,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,First year the program started in the central coast.,1,4,4,"1,2,3,4,5",,"1,2,3,4,5,7",,"1,2",1,2,"1,2",1,"1,2","2,3,4,6","1,2,3,4",1,1,1,1,3,4,4,1,2,"1,2,6",,3,5,1,5,5,7,5,7,1,6,5,5,5,6,4,4,3,3,4,93420,1,,6,6,9,4,2,2,very well thought of
2021-08-21 22:06:38,2021-08-21 22:10:45,0,73.189.25.176,43,246,0,2021-08-28 22:10:48,R_2WZLiZd9ApRcwNu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29 04:45:20,2021-08-29 04:57:08,0,98.208.99.43,100,708,1,2021-08-29 04:57:09,R_so0GhVsYQUzUwiB,,,,,39.727203369140625,-121.812896728515625,anonymous,EN,2021,1,1,2,"1,2,3,4,5,6",To educate myself firsthand on the current status' of MPAs on the California coast.,"1,2,3,4,5,6,7",,1,1,1,"1,2",1,"1,2","1,2,3,5","1,3,4",2,,,,2,4,1,1,2,"4,5,6,7,8",,7,3,4,7,8,8,5,4,3,6,7,7,7,5,6,7,3,5,4,95973,1,,2,3,3,3,1,2,
2021-08-24 19:45:25,2021-08-29 11:29:53,0,98.35.110.91,100,402268,1,2021-08-29 11:29:54,R_1rMjy9emvcrn6Y4,,,,,37.904296875,-122.0583953857421875,anonymous,EN,?,1,2,2,"1,2,3,4,5",,"1,2,4,5,6,7",,1,1,4,"1,2",1,"1,2",5,"1,3,4",1,1,1,1,5,3,1,1,3,"1,2,3,6",,4,3,4,7,6,8,5,5,3,6,6,5,6,6,7,6,5,5,5,94596,1,,5,5,5,4,2,2,
2021-08-30 05:24:51,2021-08-30 05:44:18,0,75.80.46.123,100,1167,1,2021-08-30 05:44:19,R_2TyOb30Bzk0xJ8t,,,,,33.0561981201171875,-117.268798828125,anonymous,EN,2018,1,2,6,"1,3,4,5",,"1,4,5,6",,"1,2",1,5,"1,2",4,2,"1,2,5,6","1,2,4",1,1,4,1,5,2,1,1,4,"2,3,4,5,6,9",CCA member and reader of their monthly magazine,1,7,,8,7,8,7,2,,5,5,6,7,5,5,5,1,2,5,92024,1,,6,5,5,1,2,2,
2021-08-23 16:53:39,2021-08-23 16:55:08,0,184.185.157.46,5,89,0,2021-08-30 16:55:09,R_1JDU7WaXRDhNllY,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23 21:26:11,2021-08-23 21:26:56,0,107.214.124.63,5,44,0,2021-08-30 21:26:56,R_3PSnWXuDGoq1Plg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23 22:50:10,2021-08-23 22:50:29,0,108.221.218.184,5,18,0,2021-08-30 22:50:33,R_2cmM0Id3mx3Ofjr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24 20:27:23,2021-08-24 20:27:37,0,174.241.252.64,5,14,0,2021-08-31 20:27:37,R_3oXYurgp8WDe3OO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25 13:49:30,2021-08-25 13:49:47,0,208.87.236.201,5,17,0,2021-09-01 13:49:48,R_R81XNj7Xk3oGFmF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01 16:44:48,2021-09-01 17:03:52,0,204.195.125.49,100,1144,1,2021-09-01 17:03:53,R_1GEtUTpQ7juL5Fq,,,,,45.36419677734375,-122.6443023681640625,anonymous,EN,2018,1,2,3,"3,4,5",,"1,2,4,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5","1,2,3,4",1,1,1,1,5,3,1,1,2,"1,3,4,6",,7,2,1,8,6,8,7,8,1,7,7,7,7,7,7,7,4,7,7,06896,2,,5,6,8,"1,2,3",2,2,
2021-09-02 11:12:46,2021-09-02 11:25:40,0,47.208.107.74,100,773,1,2021-09-02 11:25:41,R_esngDjCHajNbhV7,,,,,40.876495361328125,-124.0760955810546875,anonymous,EN,2019,3,2,1,"1,2,3,4,5,6",I would do anything to help our ocean,"1,4,5,6,9",What a freakin deacon is! Sebastes diaconus!,1,1,6,1,4,"1,2",7,"1,2,3,4",2,,,,2,1,1,2,3,"1,2,4,6,7,8,9",Dfw,2,3,,8,5,8,8,,,7,7,7,7,7,7,7,7,7,7,95501,1,,2,5,1,4,2,2,Fuck covid
2021-09-02 11:29:37,2021-09-02 11:39:35,0,47.208.157.212,100,597,1,2021-09-02 11:39:35,R_2whHkmLgF0ja14Q,,,,,40.946502685546875,-124.083404541015625,anonymous,EN,2018,3,1,1,"1,4,5",,"1,4,5,6",,"1,4",1,1,1,1,1,"3,6","1,3,4",1,2,2,1,5,4,1,1,3,"6,7,10",,1,7,2,8,5,8,8,3,2,7,6,6,5,7,4,4,1,6,5,95503,1,,5,4,4,3,1,2,
2021-09-02 11:52:51,2021-09-02 12:02:53,0,135.180.2.119,100,601,1,2021-09-02 12:02:53,R_82IdkSrhjExz64F,,,,,37.890594482421875,-122.2935943603515625,anonymous,EN,2019,3,1,1,"1,2,3,5",,"1,2,5,6,7",,,1,1,"1,2",1,"1,2","1,2,3,4,5","1,3,4",1,1,3,3,3,4,2,1,4,"3,4,6,9",Research articles,3,2,2,8,4,4,6,2,,5,5,6,5,3,7,7,2,6,4,94706,2,,2,6,2,"1,2,3",2,2,
2021-09-02 11:42:48,2021-09-02 12:25:22,0,75.111.5.238,100,2553,1,2021-09-02 12:25:22,R_307w5CIODfPUmmP,,,,,40.75860595703125,-124.1631011962890625,anonymous,EN,2019,1,2,1,"1,3,4,5,6",To learn more about the ocean.,"1,2,3,4,5,6,7,9","I learned a lot about the rockfish population and have also gained a lot of respect for rockfish.  I had no idea how old they live to be, or that some are live bearing, or spend their whole lives in a relatively small area.","1,2",1,5,2,1,"1,2","1,2,3,4,5,6,7","1,2,3,4",1,1,1,1,4,5,1,1,2,"1,2,3,4,5,6,7,8,9",Attended ocean science conference.,2,7,1,7,5,8,6,3,1,7,6,6,5,5,6,7,5,6,5,95540,1,,6,5,5,4,2,2,"I appreciate being able to participate in the CFR program and taking this survey.   Having fished all over California for the last 50 years, I thought i knew it all.  But I have discovered that there is still a lot I don't know and I appreciate the opportunity to learn.  Jay Staton and his crew have been very helpful and always answer my endless questions.  Thank you for this opportunity to learn and grow."
2021-08-26 14:21:52,2021-08-26 14:22:02,0,47.47.73.254,3,9,0,2021-09-02 14:22:03,R_3EyzCghqHTDJ7u8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 16:47:14,2021-08-26 16:47:26,0,135.180.134.221,3,12,0,2021-09-02 16:47:27,R_3psFgEVBe79P5Qg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26 19:29:25,2021-08-26 19:30:38,0,75.141.164.71,25,73,0,2021-09-02 19:30:43,R_1rBQ2MCyMgPKb3d,,,,,,,anonymous,EN,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03 10:50:35,2021-09-03 11:16:29,0,47.208.74.50,100,1554,1,2021-09-03 11:16:30,R_2AKgXpx8U3WNrV3,,,,,40.797698974609375,-124.15650177001953125,anonymous,EN,Whenevet it started,1,4,1,6,"First of all I was invited. Otherwise it is multi faceted. The last trip was interesting to me because of local. Boat and captain. And Jay and other biologist are very knowledgeable  and I always learn and/or see  new things. Also I consider myself a ""watchdog"" to ensure that the data collected is accurate and then when published, valid.","1,4,6,9",Many things beyond your list. We spotted rare dolphins one time among other things. Also learning the ins and outs of new harbors interested me.,"1,2",1,4,"1,2",4,"2,5","1,5,6","1,2,3,4",1,4,4,2,5,2,1,2,2,"1,2,6,8,9","HASA participation,  newsletters and fisherpeople networking",2,2,2,8,6,8,2,5,7,7,6,7,6,6,5,6,1,,6,95519,1,,5,5,3,4,1,2,
2021-09-02 11:57:09,2021-09-03 12:54:07,0,12.232.212.158,100,89817,1,2021-09-03 12:54:08,R_30cwBVqXwx2fUdo,,,,,39.1591949462890625,-123.1963043212890625,anonymous,EN,2017,3,1,1,"1,2,3,4,5",,"1,4",,"1,2",1,5,"1,6",3,"5,6",8,1,2,,,,5,1,2,1,2,"4,6,7,9",Diving and fishing groups,5,2,2,4,,3,,3,2,3,4,4,2,5,3,4,3,2,3,95482,1,,4,3,4,4,2,2,
2021-09-03 12:32:11,2021-09-03 12:57:53,0,47.32.179.28,100,1542,1,2021-09-03 12:57:54,R_a4brUaYOWDvCqUp,,,,,34.95849609375,-120.57469940185546875,anonymous,EN,2008,4,3,4,"1,5",,"2,4,5",,3,1,3,2,2,2,5,2,1,1,1,1,4,3,2,1,2,6,,2,1,1,7,,8,5,1,1,7,3,1,3,2,5,6,1,5,4,93445,1,,6,6,8,3,2,2,
2021-09-03 13:11:51,2021-09-03 13:25:16,0,76.169.160.227,100,804,1,2021-09-03 13:25:17,R_1HnkTNvtC5xuDUf,,,,,33.8744049072265625,-117.85649871826171875,anonymous,EN,2021,3,3,6,"1,3,4,5",,"1,2,3,4,5,6,7",,1,1,1,2,1,"1,2","1,2,3,5","1,2,3,4",1,1,1,3,1,3,1,2,4,"1,2,6,7,8",,2,3,2,5,6,7,5,6,2,6,7,7,7,5,7,7,6,6,5,92870,1,,1,5,5,4,2,2,
2021-09-03 15:05:57,2021-09-03 15:15:58,0,76.176.16.21,100,601,1,2021-09-03 15:15:58,R_SCv8phg8le6vFVn,,,,,32.966094970703125,-117.12020111083984375,anonymous,EN,2020,1,4,6,"1,2,3,4,5",,"1,4,5,6",,"1,3",1,2,"1,2",1,"1,2","1,2,3","1,2,3,4",1,1,1,1,4,3,1,2,4,"1,4,6,8",,3,5,2,8,7,7,6,3,1,6,6,7,7,7,7,7,6,7,6,92128,1,,1,5,6,3,2,2,
2021-09-03 15:03:53,2021-09-03 15:18:11,0,174.194.208.174,100,858,1,2021-09-03 15:18:11,R_V4n2uhdGVFAsn6x,,,,,37.50970458984375,-121.902099609375,anonymous,EN,2017,3,2,4,1,,1,,"2,3",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,1,1,2,2,2,6,,4,8,5,8,8,8,5,8,1,7,4,6,7,5,5,6,4,4,7,93449,1,,6,4,6,4,2,1,
2021-09-03 15:07:33,2021-09-03 15:21:09,0,185.242.5.22,100,815,1,2021-09-03 15:21:09,R_b8xXfthg2T8ED85,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2007,1,5,4,4,,"4,5,6,7",,3,1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,4",1,1,1,1,5,5,1,1,3,"1,6",,2,4,2,8,8,8,8,6,4,7,7,7,7,7,7,7,7,7,7,93428,1,,6,5,9,4,2,2,
2021-09-03 15:13:01,2021-09-03 15:25:13,0,99.145.234.164,100,732,1,2021-09-03 15:25:13,R_3j8JWGkWNIlJDP4,,,,,32.744903564453125,-117.16500091552734375,anonymous,EN,2018,2,1,6,"1,3,4",,9,I was able to observe the techiniques for mapping and species location.,2,2,2,"1,2",3,2,3,"1,2,3,4",2,,,,,,2,2,3,"4,6,7,8",,2,6,2,7,8,8,8,2,5,5,6,5,4,6,6,4,4,7,4,92103,1,,5,5,8,4,2,2,
2021-09-03 15:07:18,2021-09-03 15:25:54,0,184.185.157.46,100,1116,1,2021-09-03 15:25:55,R_RgxDAzUPKongvx7,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,2017,1,2,6,"1,2,3,4",,"2,5,6",,"1,2",1,1,"1,2",1,"1,2","1,2,3,6","1,4",1,1,1,3,5,3,1,2,3,"1,6,7",,7,3,2,7,6,6,4,4,1,7,5,7,7,5,6,2,2,3,5,92102,1,,4,6,5,1,2,1,"Thanks, and great survey! Good luck and hope to be on a trip again soon,, post-Covid!"
2021-09-03 15:11:48,2021-09-03 15:34:14,0,107.77.228.143,100,1346,1,2021-09-03 15:34:15,R_3QFW5Ie9oPpZ98p,,,,,34.0485992431640625,-118.179595947265625,anonymous,EN,2019,2,1,6,"1,2,3,4,5,6","Love of marine biology ","1,5,7,9",In favor of MPAs,"1,2,3",1,2,"1,2",1,"1,2","1,2,3,4,5","1,3,4",1,1,1,1,5,4,1,1,4,"1,2,3,4,6,7,8",,4,3,3,8,8,8,7,4,1,7,7,7,6,6,6,6,4,6,7,92663,1,,3,4,7,4,1,1,"Very proud to be a volunteer "
2021-09-03 15:21:50,2021-09-03 15:36:02,0,72.220.79.93,100,852,1,2021-09-03 15:36:03,R_PUvfbvF0D08JGox,,,,,32.638702392578125,-117.08010101318359375,anonymous,EN,2018 (I think),1,2,6,"1,4,5",,"3,8",,1,1,4,"5,6",4,"5,6",8,5,1,4,4,4,5,3,2,1,3,"3,4,5,6",,4,2,3,6,7,8,8,3,,7,6,4,3,2,6,5,4,5,4,91911,1,,4,3,8,4,2,2,"I believe that the decrease in the fishery is mostly attributed to the commercial vessels/long liners.  The recreational anglers take is minute in comparison to the commercial fishing companies.  "
2021-09-03 15:22:25,2021-09-03 15:37:28,0,162.228.74.241,100,902,1,2021-09-03 15:37:28,R_2ZIXJnuihqTpx6z,,,,,33.61279296875,-117.662200927734375,anonymous,EN,2016,3,2,6,"2,3,4,5",,"5,7",,2,1,5,2,5,"1,2","3,5",4,1,1,1,1,2,5,2,2,4,"3,6,7",,2,3,2,8,7,8,7,3,1,4,3,5,4,2,3,3,3,4,5,92610,1,,3,2,7,4,1,2,"What has happened in Laguna Beach with it being a designated MPA is a travisty to us local long time fisherman.Salt Creak and below to Camp Pendleton is getting over fished because that area is closed off to fishing.It dosent take a scientist or marine biologist to know if you close off an area to fishing the population and size of fish are going to grow.What needs to happen is have roatating of MPAs so the areas can be fished then shut down to repopulate its self and keep doing that every five years.The permanent shut down of areas to fish is putting to much pressure on the open areas.Ive seen it,Salt Creek gets so much traffic now,good luck trying to catch a legal Calico Bass,Halibut or even a nice size yellowtail.Its really frustrating that marine biologists cant see it."
2021-09-03 15:26:01,2021-09-03 15:42:53,0,76.220.6.49,100,1012,1,2021-09-03 15:42:53,R_3h5YzXGk18tpLvZ,,,,,33.1457977294921875,-117.3318023681640625,anonymous,EN,2013,1,5,6,"1,3,4,6",Enjoyed working with Lyall,"4,5,6,9",Improved my fishing techniques,2,1,4,2,2,2,3,"1,2,3,4",1,3,3,3,1,1,1,2,2,"2,6",,4,7,5,8,8,8,8,7,2,6,6,6,7,7,7,7,4,5,6,92010,1,,6,4,9,2,2,2,"MPA's serve a meaningful purpose, but they are shamefully disregarded on a large scale, possibly due to lack of enforcement of violators.  "
2021-09-03 15:40:02,2021-09-03 15:49:20,0,98.176.143.106,100,558,1,2021-09-03 15:49:21,R_2bQ3OYOGF2MO6zR,,,,,33.1432037353515625,-117.166595458984375,anonymous,EN,2021,4,1,6,"1,2,3,4,5",,"1,3,5",,"1,2",1,1,"1,2",1,"1,2","3,4,5","1,3,4",1,1,1,3,4,4,1,2,4,"6,7,9",Directly from SIO research,3,5,2,8,8,8,8,4,1,7,6,7,6,6,6,6,5,7,5,92024,1,,2,6,4,3,2,2,
2021-09-03 15:54:21,2021-09-03 16:00:56,0,207.114.139.254,100,394,1,2021-09-03 16:00:56,R_3nclCrSxiOVUUmo,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,2017,1,3,6,"1,2,3,4",,"1,2,3,5,6,7",,2,1,1,"1,2",1,"1,2","3,5","1,3,4",1,1,1,1,1,2,1,2,1,"1,4,6,7",,4,8,4,8,8,8,8,6,4,7,7,7,7,7,7,7,4,7,5,92114,1,,3,5,4,4,2,2,Keep up the amazing work
2021-09-03 16:05:15,2021-09-03 16:11:45,0,72.207.78.119,100,389,1,2021-09-03 16:11:45,R_3qX0UGv5JMijdVD,,,,,33.20770263671875,-117.34799957275390625,anonymous,EN,2016,1,2,6,"1,3,4,5",,"1,2,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,2,2,5,4,1,1,4,"1,2,5,6",,1,5,2,8,3,6,7,4,,7,7,7,7,6,7,7,7,7,6,92054,2,,3,5,7,4,2,2,
